MODELO	COR	CABEDAL	R. COR	IN	GCI geral	GCI ATUAL	CORTE	Qnt. PES	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
COOL RIDE 4 JR/183	ROSA46	426013018	436006246	-	504	504	504	-	-	-	12	12	36	72	72	72	84	84	60	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PTPT69	426013037	436006252	-	504	504	504	-	-	-	12	12	48	96	108	108	60	36	24	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PTPT69	426013060	436006258	-	504	504	504	-	-	-	-	12	48	60	36	48	96	120	84	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PTPT69	426013084	436006265	-	504	504	504	-	-	-	-	-	48	96	108	108	96	36	12	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PTPT69	426013105	436006272	-	504	504	504	-	-	-	-	-	12	24	48	48	96	156	120	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	LILA44	426013127	436006278	-	504	504	504	-	-	-	12	12	48	72	72	84	84	72	48	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	PTPT69	426009607	436005333	-	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426009608	436005334	-	32	32	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	8	4	4	8	-	-	-	-	-	
COOL RIDE 4/181	STEEL1	426009609	436005335	-	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	BCO1	426009610	436005336	-	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	LILA44	426009611	436005337	-	4	4	4	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	ROSA46	426009612	436005338	-	24	24	24	-	-	-	-	-	-	-	-	-	4	4	8	4	4	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426011935	436004368	-	204	204	204	-	-	-	-	-	-	-	-	-	12	12	12	12	12	24	36	36	24	12	12	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426012723	436006142	-	552	552	552	-	-	-	-	-	-	-	-	-	12	24	36	48	60	84	72	72	72	48	24	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426012809	436006176	-	708	708	708	-	-	-	-	-	-	-	-	-	12	12	12	24	36	96	180	180	120	24	12	-	-	-	-	-	
COOL RIDE 4/181	STEEL1	426012831	436006185	-	804	804	804	-	-	-	-	-	-	-	-	-	12	24	36	36	84	120	156	156	96	60	24	-	-	-	-	-	
COOL RIDE 4/181	STEEL1	426012857	436006194	-	900	900	900	-	-	-	-	-	-	-	-	-	-	24	12	12	48	108	180	216	180	84	36	-	-	-	-	-	
COOL RIDE 4/181	STEEL1	426012879	436006202	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	12	12	12	132	180	228	240	228	60	-	-	-	-	-	
COOL RIDE 4/181	LILA44	426012904	436006210	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	96	168	300	288	144	84	24	-	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	LILA44	426012930	436006217	-	588	588	588	-	-	-	-	-	-	-	-	-	48	60	108	120	144	84	24	-	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	PTPT69	426012931	436006218	-	516	516	516	-	-	-	-	-	-	-	-	-	12	12	12	24	48	84	84	84	84	48	24	-	-	-	-	-	
COOL RIDE 4/181	PTPT69	426012952	436006228	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	12	12	24	48	168	228	252	192	132	36	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426012974	436006233	-	600	600	600	-	-	-	-	-	-	-	-	-	-	36	84	60	48	72	96	84	36	72	12	-	-	-	-	-	
COOL RIDE 4/181	PTPT69	426012975	436006234	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	12	24	36	36	108	120	96	36	24	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426012996	436006239	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	12	12	24	48	84	132	180	228	216	120	48	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426013017	436006245	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	12	36	36	36	72	132	192	192	192	132	72	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426013036	436006251	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	12	12	36	36	60	120	156	252	216	120	84	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426013059	436006257	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	36	48	60	84	120	96	144	168	168	120	60	-	-	-	-	-	
COOL RIDE 4/181	PRET90	426013082	436006263	-	600	600	600	-	-	-	-	-	-	-	-	-	12	24	36	48	60	48	72	96	96	72	36	-	-	-	-	-	
COOL RIDE 4/181	ROSA46	426013083	436006264	-	504	504	504	-	-	-	-	-	-	-	-	-	36	84	132	120	84	36	12	-	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	ROSA46	426013104	436006271	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	96	192	252	264	180	96	24	-	-	-	-	-	-	-	-	-	
COOL RIDE 4/181	BCO1	426013126	436006277	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	48	60	132	144	132	132	156	120	96	60	24	-	-	-	-	-	
DYNASTY 5	CHB/RS	426009493	436005256	-	504	504	504	-	-	-	-	-	-	-	-	-	48	60	120	84	84	72	36	-	-	-	-	-	-	-	-	-	
DYNASTY 5	CHB/RS	426009546	436005288	-	504	504	504	-	-	-	-	-	-	-	-	-	36	36	120	96	84	84	48	-	-	-	-	-	-	-	-	-	
DYNASTY 5	CHB/RS	426009622	436005350	-	504	504	504	-	-	-	-	-	-	-	-	-	36	24	144	72	96	96	36	-	-	-	-	-	-	-	-	-	
DYNASTY 5	CHB/RS	426009676	436005382	-	504	504	504	-	-	-	-	-	-	-	-	-	60	60	120	72	72	72	48	-	-	-	-	-	-	-	-	-	
DYNASTY 5	PTOURO	426009778	436005482	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	60	48	132	108	72	36	48	-	-	-	-	-	
DYNASTY 5	PTOURO	426009836	436005514	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	60	48	132	108	72	36	48	-	-	-	-	-	
DYNASTY 5	PTOURO	426009892	436005549	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	60	36	144	108	60	48	48	-	-	-	-	-	
DYNASTY 5	CHUMBO	426010218	436005851	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	36	132	144	72	48	36	-	-	-	-	-	
DYNASTY 5	CHUMBO	426010285	436005896	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	48	132	132	84	36	36	-	-	-	-	-	
DYNASTY 5	ROSA46	426010346	436005931	-	504	504	504	-	-	-	-	-	-	-	-	-	36	24	156	96	84	84	24	-	-	-	-	-	-	-	-	-	
DYNASTY 5	ROSA46	426010794	436006075	-	504	504	504	-	-	-	-	-	-	-	-	-	36	36	132	84	96	72	48	-	-	-	-	-	-	-	-	-	
DYNASTY 5	PTOURO	426011315	436006326	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	36	144	132	84	36	36	-	-	-	-	-	
DYNASTY 5	PTOURO	426011862	436006585	-	552	552	552	-	-	-	-	-	-	-	-	-	-	-	-	-	60	36	168	132	72	24	60	-	-	-	-	-	
DYNASTY 5	PTOURO	426011921	436006736	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	24	36	108	132	96	72	36	-	-	-	-	-	
DYNASTY 5	PTOURO	426011993	436006881	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	48	108	132	96	48	36	-	-	-	-	-	
DYNASTY 5	CHUMBO	426011986	-	-	7	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	-	-	-	-	-	
DYNASTY 8/139	MARINO	426012519	436007124	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	12	60	120	132	84	48	24	12	12	-	-	-	
DYNASTY 8/139	MARINO	426012579	436007179	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	12	12	24	72	96	108	72	48	36	12	12	-	-	-	
DYNASTY 8/139	BCO1	426012645	436007231	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	24	84	96	120	84	60	12	12	12	-	-	-	
DYNASTY 8/139	PTORXO	426012713	436007283	-	504	504	504	-	-	-	-	-	-	-	-	-	12	60	108	132	108	60	24	-	-	-	-	-	-	-	-	-	
ENDEAVOR 3	CHULAR	426008494	436002065	-	696	320	-	160	-	-	-	-	-	-	-	-	-	-	-	-	36	60	80	96	-	48	-	-	-	-	-	-	
ENDEAVOR 3	PTROSA	426008603	436002097	-	660	36	-	624	-	-	-	-	-	-	-	-	-	24	-	-	-	-	12	-	-	-	-	-	-	-	-	-	
ENDEAVOR 3	PTROSA	426008654	436002112	-	660	612	-	48	-	-	-	-	-	-	-	-	48	96	156	168	108	24	12	-	-	-	-	-	-	-	-	-	
ENDEAVOR 3	MRH/RY	426008706	436002127	-	804	600	-	204	-	-	-	-	-	-	-	-	-	-	-	-	48	108	168	144	-	96	36	-	-	-	-	-	
ENDEAVOR 3	MRH/RY	426008868	436002144	-	864	864	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	120	192	216	156	96	36	-	-	-	-	-	
ENDEAVOR 3	CZCLAM	426008927	436002158	-	624	624	-	-	-	-	-	-	-	-	-	-	48	96	144	156	108	60	12	-	-	-	-	-	-	-	-	-	
ENDEAVOR 3	PTPT69	426008979	436002172	-	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	-	132	144	228	-	-	-	-	-	-	-	-	-	
ENDEAVOR 3	PTDOUR	426009031	436002185	-	516	516	516	-	-	-	-	-	-	-	-	-	-	-	-	-	108	168	180	60	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PRET90	426008877	436002147	-	504	84	-	288	-	-	-	-	-	-	-	-	-	-	-	-	-	36	-	48	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426008986	436002174	-	504	96	-	408	-	-	-	-	-	-	-	-	-	-	-	72	24	-	-	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426009038	436002187	-	504	504	-	-	-	-	-	-	-	-	-	-	24	60	84	84	72	84	96	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426009504	436004453	-	552	552	552	-	-	-	-	-	-	-	-	-	36	84	132	132	108	60	-	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426009557	436004461	-	552	552	552	-	-	-	-	-	-	-	-	-	60	108	144	144	72	24	-	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426009634	436004469	-	552	552	552	-	-	-	-	-	-	-	-	-	36	84	120	132	96	72	12	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	VERMUS	426009687	436004477	-	552	552	552	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	72	144	156	96	36	-	-	-	-	-	
ENIGMA 3/144	VERMUS	426009790	436004485	-	552	552	552	-	-	-	-	-	-	-	-	-	-	-	12	12	36	84	120	108	96	60	24	-	-	-	-	-	
ENIGMA 3/144	VERMUS	426009847	436004493	-	588	588	588	-	-	-	-	-	-	-	-	-	-	-	-	-	48	96	132	144	96	48	24	-	-	-	-	-	
ENIGMA 3/144	MARINO	426009903	436004501	-	552	552	552	-	-	-	-	-	-	-	-	-	-	-	-	-	24	72	120	144	96	60	36	-	-	-	-	-	
ENIGMA 3/144	MARINO	426010231	436004509	-	552	552	552	-	-	-	-	-	-	-	-	-	-	-	-	-	48	72	96	120	96	72	48	-	-	-	-	-	
ENIGMA 3/144	ARENIT	426010296	436004517	-	552	552	552	-	-	-	-	-	-	-	-	-	36	84	120	132	108	72	-	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	ARENIT	426010356	436004526	-	600	600	600	-	-	-	-	-	-	-	-	-	36	96	144	144	108	60	12	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	ARENIT	426010805	436004535	-	588	588	588	-	-	-	-	-	-	-	-	-	36	60	120	144	132	72	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PRET90	426011325	436004543	-	552	552	552	-	-	-	-	-	-	-	-	-	-	12	24	24	48	72	108	96	84	60	24	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426011873	436004551	-	552	552	552	-	-	-	-	-	-	-	-	-	24	72	120	132	120	60	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426011930	436004559	-	552	552	552	-	-	-	-	-	-	-	-	-	24	60	120	132	120	72	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426012002	436004568	-	552	552	552	-	-	-	-	-	-	-	-	-	24	60	132	192	72	48	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426012522	436006359	-	504	504	504	-	-	-	-	-	-	-	-	-	12	48	96	120	144	60	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426012582	436006368	-	504	504	504	-	-	-	-	-	-	-	-	-	12	60	84	96	108	96	48	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	LILA44	426012648	436006377	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	132	120	84	48	12	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	LILA44	426012716	436006386	-	504	504	504	-	-	-	-	-	-	-	-	-	48	84	96	108	96	48	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	CZMRHO	426012808	436006404	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	48	108	144	120	12	48	24	-	-	-	-	-	
ENIGMA 3/144	ARENIT	426012830	436006413	-	504	504	504	-	-	-	-	-	-	-	-	-	24	144	156	108	60	12	-	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	ARENIT	426012856	436006422	-	504	504	504	-	-	-	-	-	-	-	-	-	12	36	156	180	96	24	-	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	ARENIT	426012878	436006431	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	108	120	96	60	12	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PRET90	426012903	436006440	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	60	72	48	72	72	72	36	36	-	-	-	-	-	-	
ENIGMA 3/144	PRET90	426012929	436006449	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	24	24	48	72	96	96	72	48	12	-	-	-	-	-	
ENIGMA 3/144	PRET90	426012951	436006458	-	504	504	504	-	-	-	-	-	-	-	-	-	-	24	24	24	36	48	84	84	84	60	36	-	-	-	-	-	
ENIGMA 3/144	MRHROS	426012973	436006467	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	108	108	96	60	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTPT69	426012995	436006476	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	60	108	120	96	48	36	-	-	-	-	-	
ENIGMA 3/144	PTPT69	426013016	436006485	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	24	60	96	120	96	72	36	-	-	-	-	-	
ENIGMA 3/144	PTPT69	426013035	436006494	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	72	120	120	96	48	12	-	-	-	-	-	
ENIGMA 3/144	PTPT69	426013058	436006503	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	24	72	108	108	96	60	36	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426013081	436006512	-	504	504	504	-	-	-	-	-	-	-	-	-	48	60	108	120	96	48	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426013103	436006521	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	108	120	96	48	24	-	-	-	-	-	-	-	-	-	
ENIGMA 3/144	PTROSE	426013125	436006530	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	96	108	96	72	24	-	-	-	-	-	-	-	-	-	
Glow 3/133	ARTPES	426012517	436006358	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	120	144	96	60	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	ARTPES	426012577	436006367	-	504	504	504	-	-	-	-	-	-	-	-	-	12	48	132	156	108	48	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	ARTPES	426012643	436006376	-	504	504	504	-	-	-	-	-	-	-	-	-	36	84	120	120	84	48	12	-	-	-	-	-	-	-	-	-	
Glow 3/133	AZCLAR	426012711	436006385	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	132	108	120	84	60	-	-	-	-	-	-	-	-	-	
Glow 3/133	LILA44	426012805	436006403	-	504	504	504	-	-	-	-	-	-	-	-	-	72	120	96	84	60	48	24	-	-	-	-	-	-	-	-	-	
Glow 3/133	LILA44	426012828	436006412	-	504	504	504	-	-	-	-	-	-	-	-	-	12	36	132	144	108	60	12	-	-	-	-	-	-	-	-	-	
Glow 3/133	LILA44	426012854	436006421	-	516	516	516	-	-	-	-	-	-	-	-	-	12	60	108	144	120	60	12	-	-	-	-	-	-	-	-	-	
Glow 3/133	PT/BRZ	426012876	436006430	-	504	504	504	-	-	-	-	-	-	-	-	-	60	108	132	132	60	12	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	PT/BRZ	426012901	436006439	-	504	504	504	-	-	-	-	-	-	-	-	-	12	60	120	132	108	72	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	PT/BRZ	426012927	436006448	-	504	504	504	-	-	-	-	-	-	-	-	-	24	96	156	132	60	36	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	OLIVA	426012950	436006457	-	504	504	504	-	-	-	-	-	-	-	-	-	36	84	96	108	96	60	24	-	-	-	-	-	-	-	-	-	
Glow 3/133	PTOSTO	426012972	436006466	-	504	504	504	-	-	-	-	-	-	-	-	-	72	84	84	84	84	60	36	-	-	-	-	-	-	-	-	-	
Glow 3/133	PTOSTO	426012994	436006475	-	504	504	504	-	-	-	-	-	-	-	-	-	60	96	96	96	72	48	36	-	-	-	-	-	-	-	-	-	
Glow 3/133	PTOSTO	426013015	436006484	-	504	504	504	-	-	-	-	-	-	-	-	-	12	48	144	156	108	36	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	PTOSTO	426013034	436006493	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	108	132	96	72	12	-	-	-	-	-	-	-	-	-	
Glow 3/133	PT/BRZ	426013057	436006502	-	504	504	504	-	-	-	-	-	-	-	-	-	72	108	96	84	96	48	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	PT/BRZ	426013080	436006511	-	504	504	504	-	-	-	-	-	-	-	-	-	-	36	120	180	132	36	-	-	-	-	-	-	-	-	-	-	
Glow 3/133	PT/BRZ	426013102	436006520	-	504	504	504	-	-	-	-	-	-	-	-	-	24	72	96	120	84	96	12	-	-	-	-	-	-	-	-	-	
Glow 3/133	PT/BRZ	426013124	436006529	-	504	504	504	-	-	-	-	-	-	-	-	-	24	72	120	120	96	60	12	-	-	-	-	-	-	-	-	-	
GOYA 2	PRET90	426009499	436005260	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84	168	240	264	180	72	-	-	-	-	-	
GOYA 2	PRET90	426009552	436005292	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	108	168	216	240	168	108	-	-	-	-	-	
GOYA 2	PRET90	426009629	436005355	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	168	276	264	168	72	-	-	-	-	-	
GOYA 2	PRET90	426009682	436005386	-	1140	1140	1140	-	-	-	-	-	-	-	-	-	24	36	48	48	48	96	156	228	228	144	84	-	-	-	-	-	
GOYA 2	PTPT69	426009785	436005487	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84	156	312	276	120	60	-	-	-	-	-	
GOYA 2	MARINO	426009842	436005518	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	96	168	240	240	168	96	-	-	-	-	-	
GOYA 2	MARINO	426009898	436005553	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	168	276	240	180	84	-	-	-	-	-	
GOYA 2	MARINO	426010225	436005856	-	516	516	516	-	-	-	-	-	-	-	-	-	-	-	-	-	12	96	84	84	132	72	36	-	-	-	-	-	
GOYA 3/135	PTPT69	426008500	436004863	-	720	96	-	4	-	-	-	-	-	-	-	-	-	-	-	-	48	48	-	-	-	-	-	-	-	-	-	-	
GOYA 3/135	PTPT69	426008558	436004895	-	720	636	-	-	-	-	-	-	-	-	-	-	-	-	12	24	60	96	48	144	120	96	36	-	-	-	-	-	
GOYA 3/135	CHUMBO	426010227	436005857	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	12	60	108	120	108	72	24	-	-	-	-	-	
GOYA 3/135	CHUMBO	426010292	436005900	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	12	48	132	180	240	204	132	60	-	-	-	-	-	
GOYA 3/135	MRHPAP	426010353	436005935	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	72	168	204	204	216	108	36	-	-	-	-	-	-	-	-	-	
GOYA 3/135	ARENIT	426010801	436006079	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	24	72	96	120	108	96	120	144	108	84	36	-	-	-	-	-	
GOYA 3/135	ALGODA	426011321	436006329	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	24	132	216	264	204	132	36	-	-	-	-	-	-	-	-	-	
GOYA 3/135	ALGODA	426011869	436006589	-	1020	1020	1020	-	-	-	-	-	-	-	-	-	36	132	192	264	204	144	48	-	-	-	-	-	-	-	-	-	
GOYA 3/135	MARITM	426011927	436006739	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	-	12	12	12	60	144	204	216	192	108	48	-	-	-	-	-	
GOYA 3/135	MARITM	426011999	436006884	-	1008	1008	1008	-	-	-	-	-	-	-	-	-	12	24	36	60	84	120	180	192	156	96	48	-	-	-	-	-	
GOYA 3/135	MARITM	426012518	436007123	-	756	756	756	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84	168	204	168	84	48	-	-	-	-	-	
GOYA 3/135	MARITM	426012578	436007178	-	756	756	756	-	-	-	-	-	-	-	-	-	-	-	-	-	-	96	168	216	156	84	36	-	-	-	-	-	
GOYA 3/135	CHUMBO	426012644	436007230	-	756	756	756	-	-	-	-	-	-	-	-	-	-	-	12	-	36	96	156	180	156	96	24	-	-	-	-	-	
GOYA 3/135	MRHPAP	426012712	436007282	-	756	756	756	-	-	-	-	-	-	-	-	-	24	96	204	228	120	60	24	-	-	-	-	-	-	-	-	-	
Goya/099	CZA324	426009497	436005258	-	684	684	684	-	-	-	-	-	-	-	-	-	-	-	-	-	60	72	168	156	108	60	60	-	-	-	-	-	
Goya/099	CZA324	426009550	436005290	-	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	48	48	156	168	108	60	60	-	-	-	-	-	
Goya/099	PRET90	426009627	436005353	-	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	72	84	168	156	84	12	72	-	-	-	-	-	
Goya/099	PRET90	426009680	436005384	-	696	696	696	-	-	-	-	-	-	-	-	-	-	-	-	-	48	48	180	168	108	84	60	-	-	-	-	-	
Goya/099	PTPT69	426009783	436005485	-	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	168	12	324	108	-	-	36	-	-	-	-	-	
Goya/099	PTPT69	426009840	436005516	-	660	660	660	-	-	-	-	-	-	-	-	-	-	-	-	-	84	36	228	204	36	-	72	-	-	-	-	-	
Goya/099	STEEL1	426009896	436005551	-	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	48	72	156	156	108	60	48	-	-	-	-	-	
Goya/099	STEEL1	426010223	436005854	-	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	60	36	168	180	96	48	60	-	-	-	-	-	
Goya/099	STEEL1	426010289	436005898	-	768	768	768	-	-	-	-	-	-	-	-	-	-	-	-	-	60	72	180	180	132	72	72	-	-	-	-	-	
Goya/099	MRHDLA	426010350	436005933	-	648	648	648	-	-	-	-	-	-	-	-	-	48	48	192	84	96	132	48	-	-	-	-	-	-	-	-	-	
Goya/099	MRHDLA	426010799	436006078	-	648	648	648	-	-	-	-	-	-	-	-	-	72	60	156	72	96	120	72	-	-	-	-	-	-	-	-	-	
Goya/099	MRHDLA	426011319	436006328	-	648	648	648	-	-	-	-	-	-	-	-	-	60	60	144	108	120	108	48	-	-	-	-	-	-	-	-	-	
Goya/099	MRHDLA	426011867	436006588	-	648	648	648	-	-	-	-	-	-	-	-	-	48	48	192	96	96	120	48	-	-	-	-	-	-	-	-	-	
Goya/099	MRHDLA	426011925	436006738	-	708	708	708	-	-	-	-	-	-	-	-	-	72	60	168	120	108	108	72	-	-	-	-	-	-	-	-	-	
Goya/099	PTPT69	426011997	436006883	-	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	72	60	192	192	60	-	72	-	-	-	-	-	
HAWK 5/086	PRET90	426008708	436004997	-	624	276	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	24	72	-	132	48	-	-	-	-	-	-	
HAWK 5/086	ARENIT	426008929	436005067	-	672	40	-	584	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	-	-	-	12	-	-	-	-	-	
HAWK 5/086	AZUL31	426008981	436005109	-	636	636	636	-	-	-	-	-	-	-	-	-	-	-	-	-	12	60	108	144	132	108	72	-	-	-	-	-	
HAWK 5/086	ROSA46	426009033	436005137	-	720	720	-	-	-	-	-	-	-	-	-	-	36	96	180	204	144	60	-	-	-	-	-	-	-	-	-	-	
Hawk 6	MRHPEW	426009491	436005254	-	984	984	984	-	-	-	-	-	-	-	-	-	-	-	-	-	36	108	180	228	192	168	72	-	-	-	-	-	
Hawk 6	MRHPEW	426009544	436005286	-	984	984	984	-	-	-	-	-	-	-	-	-	-	-	-	-	36	132	192	216	204	144	60	-	-	-	-	-	
Hawk 6	MRHPEW	426009620	436005348	-	984	984	984	-	-	-	-	-	-	-	-	-	-	-	-	-	12	132	240	300	204	72	24	-	-	-	-	-	
Hawk 6	MRHPEW	426009674	436005380	-	984	984	984	-	-	-	-	-	-	-	-	-	-	-	-	-	48	132	204	240	180	120	60	-	-	-	-	-	
Hawk 6	AREBZE	426009776	436005480	-	984	984	984	-	-	-	-	-	-	-	-	-	12	132	216	252	216	120	36	-	-	-	-	-	-	-	-	-	
Hawk 6	AREBZE	426009834	436005512	-	984	984	984	-	-	-	-	-	-	-	-	-	24	144	192	228	204	144	48	-	-	-	-	-	-	-	-	-	
Hawk 6	PTPEW1	426009890	436005547	-	984	984	984	-	-	-	-	-	-	-	-	-	-	-	-	-	60	168	216	228	168	120	24	-	-	-	-	-	
Hawk 6	PTPEW1	426010216	436005849	-	984	984	984	-	-	-	-	-	-	-	-	-	-	-	-	-	36	120	204	252	204	108	60	-	-	-	-	-	
Hawk 6	PTPEW1	426010283	436005894	-	984	984	984	-	-	-	-	-	-	-	-	-	-	-	-	-	36	120	204	276	192	108	48	-	-	-	-	-	
Hawk 6	ARENIT	426010344	436005929	-	984	984	984	-	-	-	-	-	-	-	-	-	24	48	72	96	108	120	144	144	132	84	12	-	-	-	-	-	
