MODELO	COR	CABEDAL	R. COR	IN	GCI geral	GCI ATUAL	CORTE	Qnt. PES	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
Corre 5/446	ARTPTO	426012998	436005618	-	600	600	600	-	-	-	-	-	-	-	-	-	12	24	60	72	72	48	72	84	72	36	24	12	12	-	-	-	
Corre 5/446	BRANCO	426012999	436005619	-	3108	3108	3108	-	-	-	-	-	-	-	-	-	96	336	504	564	444	360	288	228	180	96	12	-	-	-	-	-	
Corre 5/446	ARTPTO	426013019	436005622	-	3708	3708	3708	-	-	-	-	-	-	-	-	-	36	180	348	504	444	348	444	528	480	264	108	12	12	-	-	-	
Corre 5/446	ARTPTO	426013038	436005627	-	2304	2304	2304	-	-	-	-	-	-	-	-	-	24	144	240	276	252	216	252	288	264	192	108	36	12	-	-	-	
Corre 5/446	CHBMLT	426013039	436005628	-	900	900	900	-	-	-	-	-	-	-	-	-	36	72	120	132	120	108	96	72	60	36	24	12	12	-	-	-	
Corre 5/446	PRTMLT	426013040	436005629	-	504	504	504	-	-	-	-	-	-	-	-	-	24	72	120	132	84	36	24	12	-	-	-	-	-	-	-	-	
Corre 5/446	PTO/BC	426013061	-	-	2776	2776	-	-	-	-	-	-	-	-	-	-	40	84	152	196	204	256	412	516	464	260	144	36	12	-	-	-	
Corre 5/446	PTO/BC	426013085	436005641	-	3804	3804	3804	-	-	-	-	-	-	-	-	-	72	144	276	312	312	372	540	624	540	324	204	48	36	-	-	-	
Corre 5/446	BCOVDM	426013106	436005646	-	900	900	900	-	-	-	-	-	-	-	-	-	24	72	132	132	132	108	84	72	60	36	24	12	12	-	-	-	
Corre 5/446	PRTMLT	426013107	436005647	-	2808	2808	2808	-	-	-	-	-	-	-	-	-	144	444	708	720	492	240	48	12	-	-	-	-	-	-	-	-	
Corre 5/446	BRANCO	426013128	436005654	-	744	744	744	-	-	-	-	-	-	-	-	-	36	72	108	120	108	84	84	48	36	24	12	12	-	-	-	-	
Corre 5/446	PRTMLT	426013129	436005655	-	2280	2280	2280	-	-	-	-	-	-	-	-	-	132	348	528	528	372	192	72	36	24	12	12	12	12	-	-	-	
Corre 5/446	PTO/CH	426013130	436005656	-	900	900	900	-	-	-	-	-	-	-	-	-	36	84	108	120	120	108	96	84	60	36	24	12	12	-	-	-	
Corre Grafeno 3/330	PRTMLT	426008670	436001494	-	504	24	-	480	-	-	-	-	-	-	-	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Corre Grafeno 3/330	PRTMLT	426008724	436001506	-	504	96	-	408	-	-	-	-	-	-	-	-	24	60	12	-	-	-	-	-	-	-	-	-	-	-	-	-	
Corre Grafeno 3/330	PRTMLT	426008886	436001518	-	504	212	-	292	-	-	-	-	-	-	-	-	24	-	72	-	-	60	-	-	-	56	-	-	-	-	-	-	
Corre Grafeno 3/330	LIM/PT	426008942	436001529	-	504	108	-	396	-	-	-	-	-	-	-	-	-	12	24	-	-	-	-	-	-	48	24	-	-	-	-	-	
Corre Grafeno 3/330	LIM/PT	426008995	436001540	-	504	504	-	-	-	-	-	-	-	-	-	-	12	12	24	12	-	72	96	120	72	48	24	12	-	-	-	-	
Corre Grafeno 3/330	LIM/PT	426009046	436001551	-	492	492	492	-	-	-	-	-	-	-	-	-	12	24	12	24	-	72	96	108	96	24	24	-	-	-	-	-	
Corre Max/365	CRSTAL	426008690	436001752	-	3000	200	-	2744	-	-	-	-	-	-	-	-	-	-	-	200	-	-	-	-	-	-	-	-	-	-	-	-	
Corre Max/365	CRSTAL	426008748	436001763	-	3000	1992	-	1008	-	-	-	-	-	-	-	-	96	336	-	756	468	264	72	-	-	-	-	-	-	-	-	-	
Corre Max/365	CRSTAL	426008910	436001775	-	948	948	-	-	-	-	-	-	-	-	-	-	60	156	240	240	144	84	24	-	-	-	-	-	-	-	-	-	
Corre Max/365	PSGCLR	426008911	436001776	-	2052	2052	-	-	-	-	-	-	-	-	-	-	204	336	540	432	300	204	24	12	-	-	-	-	-	-	-	-	
Corre Max/365	PSGCLR	426008963	436001849	-	3000	3000	-	-	-	-	-	-	-	-	-	-	144	384	612	816	624	324	84	12	-	-	-	-	-	-	-	-	
Corre Max/365	PSGCLR	426009015	436001860	-	3000	3000	36	-	-	-	-	-	-	-	-	-	144	384	612	816	636	324	84	-	-	-	-	-	-	-	-	-	
Corre Max/365	PSGCLR	426009065	436001871	-	3000	3000	24	-	-	-	-	-	-	-	-	-	420	636	672	576	276	348	72	-	-	-	-	-	-	-	-	-	
Corre Max/365	ARTPTO	426009530	436003901	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	48	180	264	372	372	360	372	528	552	312	48	-	-	-	-	-	
Corre Max/365	ARTPTO	426009584	436003905	-	1788	1788	1788	-	-	-	-	-	-	-	-	-	24	60	132	168	180	252	336	288	180	96	72	-	-	-	-	-	
Corre Max/365	PSGCLR	426009585	436003906	-	1620	1620	1620	-	-	-	-	-	-	-	-	-	36	252	408	444	276	168	36	-	-	-	-	-	-	-	-	-	
Corre Max/365	PSGCLR	426009660	436003913	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	72	576	840	912	576	336	96	-	-	-	-	-	-	-	-	-	
Corre Max/365	PSGCLR	426009719	436003923	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	228	540	828	876	540	312	84	-	-	-	-	-	-	-	-	-	
Corre Max/365	PSGCLR	426009818	436003934	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	228	540	828	852	540	312	96	12	-	-	-	-	-	-	-	-	
Corre Max/365	ALGBEG	426009875	436003942	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	108	384	744	1044	684	372	24	12	24	12	-	-	-	-	-	-	
Corre Max/365	PTO/GF	426009932	436003951	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	60	156	264	372	408	480	528	528	372	180	60	-	-	-	-	-	
Corre Max/365	PTO/GF	426010268	436003958	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	48	144	264	372	408	480	528	528	372	192	72	-	-	-	-	-	
Corre Max/365	PTO/PT	426010328	436003967	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	12	60	84	120	180	432	612	708	636	372	192	-	-	-	-	-	
Corre Max/365	PTO/PT	426010386	436003975	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	24	36	84	120	180	432	612	708	636	372	204	-	-	-	-	-	
Corre Max/365	CRSTAL	426010837	436003982	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	168	564	864	864	564	336	48	-	-	-	-	-	-	-	-	-	
Corre Max/365	CRSTAL	426011357	436003992	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	168	516	816	852	612	276	156	12	-	-	-	-	-	-	-	-	
Corre Max/365	CRSTAL	426011902	436004000	-	2184	2184	2184	-	-	-	-	-	-	-	-	-	192	372	516	516	300	228	60	-	-	-	-	-	-	-	-	-	
Corre Max/365	PTO/GF	426011903	436004001	-	1224	1224	1224	-	-	-	-	-	-	-	-	-	24	60	96	132	144	156	192	192	132	72	24	-	-	-	-	-	
Corre Max/365	PTO/GF	426011962	436004014	-	3408	3408	3408	-	-	-	-	-	-	-	-	-	48	144	264	372	408	480	528	528	372	192	72	-	-	-	-	-	
Corre Max/365	PSGCLR	426012043	436004025	-	504	504	504	-	-	-	-	-	-	-	-	-	36	84	120	120	84	48	12	-	-	-	-	-	-	-	-	-	
Corre Max/365	PTO/PT	426012044	436004026	-	2904	2904	2904	-	-	-	-	-	-	-	-	-	12	36	72	120	156	360	516	600	540	324	168	-	-	-	-	-	
Corre Max/365	PTO/PT	426012553	436005962	-	3492	3492	3492	-	-	-	-	-	-	-	-	-	24	72	108	132	180	432	624	684	636	396	204	-	-	-	-	-	
Corre Max/365	PTO/GF	426012620	436005964	-	852	852	852	-	-	-	-	-	-	-	-	-	12	48	60	84	96	120	132	132	96	60	12	-	-	-	-	-	
Corre Max/365	PTO/PT	426012621	436005965	-	2700	2700	2700	-	-	-	-	-	-	-	-	-	24	36	60	108	144	348	468	540	480	324	168	-	-	-	-	-	
Corre Max/365	PTO/GF	426012687	436005967	-	3456	3456	3456	-	-	-	-	-	-	-	-	-	36	228	372	504	540	600	444	336	228	144	24	-	-	-	-	-	
Corre Max/365	CRSTAL	426012756	436005971	-	1440	1440	1440	-	-	-	-	-	-	-	-	-	132	240	336	324	204	144	48	12	-	-	-	-	-	-	-	-	
Corre Max/365	PTO/GF	426012757	436005972	-	2112	2112	2112	-	-	-	-	-	-	-	-	-	24	24	36	60	96	252	420	552	396	192	60	-	-	-	-	-	
Corre Max/365	PSGCLR	426012821	436006030	-	3444	3444	3444	-	-	-	-	-	-	-	-	-	252	528	816	864	564	312	96	12	-	-	-	-	-	-	-	-	
Corre Max/365	ALGBEG	426012846	436006039	-	708	708	708	-	-	-	-	-	-	-	-	-	60	132	156	180	48	36	24	24	24	12	12	-	-	-	-	-	
Corre Max/365	ARTPTO	426012847	436006040	-	2532	2532	2532	-	-	-	-	-	-	-	-	-	48	156	228	264	336	348	444	288	204	144	72	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426008897	436001519	-	504	88	-	416	-	-	-	-	-	-	-	-	-	12	-	12	-	-	48	-	12	4	-	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426008950	436001530	-	504	372	-	132	-	-	-	-	-	-	-	-	-	24	36	36	48	60	72	-	-	96	-	-	-	-	-	-	
Corre Trilha 3/469	CREMLT	426009003	436001541	-	504	504	-	-	-	-	-	-	-	-	-	-	12	36	60	72	60	48	60	60	36	36	24	-	-	-	-	-	
Corre Trilha 3/469	CREMLT	426009054	436001552	-	504	504	12	-	-	-	-	-	-	-	-	-	-	24	36	12	36	48	60	84	72	72	60	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426009521	436003535	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	96	168	96	60	24	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426009575	436003539	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	12	12	24	48	84	120	96	60	36	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426009651	436003542	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	12	24	12	48	84	120	96	72	36	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426009709	436003545	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	12	12	12	48	108	120	96	60	36	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426009809	436003548	-	504	504	504	-	-	-	-	-	-	-	-	-	12	12	24	36	36	72	84	96	72	36	24	-	-	-	-	-	
Corre Trilha 3/469	PTOMSG	426009865	436003551	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	12	24	24	36	72	108	108	72	36	-	-	-	-	-	
Corre Trilha 3/469	CREMLT	426009922	436003554	-	516	516	516	-	-	-	-	-	-	-	-	-	12	12	24	48	48	60	84	84	60	60	24	-	-	-	-	-	
Corre Trilha 3/469	CREMLT	426008434	436004760	-	372	372	372	-	-	-	-	-	-	-	-	-	12	36	48	48	48	36	36	48	36	12	12	-	-	-	-	-	
Corre Turbo/399	AZAMLT	426008592	436004912	-	1560	756	-	540	-	-	-	-	-	-	-	-	72	-	192	360	-	24	48	12	12	12	12	12	-	-	-	-	
Corre Turbo/399	ARTPTO	426008752	436005020	-	1560	1560	-	-	-	-	-	-	-	-	-	-	-	72	204	276	276	228	180	156	132	36	-	-	-	-	-	-	
Corre Turbo/399	ARTPTO	426008916	436005027	-	1560	368	-	1192	-	-	-	-	-	-	-	-	24	84	48	-	156	8	48	-	-	-	-	-	-	-	-	-	
Corre Turbo/399	ARTPTO	426008967	436005029	-	504	504	-	-	-	-	-	-	-	-	-	-	12	24	48	60	48	60	72	72	60	24	12	12	-	-	-	-	
Corre Turbo/399	PTO/LM	426008968	436005030	-	1056	768	-	288	-	-	-	-	-	-	-	-	12	24	36	60	60	120	36	216	36	84	60	24	-	-	-	-	
Corre Turbo/399	PTO/LM	426009020	436005032	-	1560	1560	-	-	-	-	-	-	-	-	-	-	12	48	72	84	96	180	264	312	252	132	84	24	-	-	-	-	
Corre Turbo/399	LNRMLT	426009070	436005034	-	504	504	36	-	-	-	-	-	-	-	-	-	60	-	-	-	-	-	96	108	60	120	24	36	-	-	-	-	
Corre Turbo/399	PTO/LM	426009071	436005035	-	1056	1056	1056	-	-	-	-	-	-	-	-	-	12	36	48	60	60	120	168	204	180	96	48	24	-	-	-	-	
Corre Turbo/399	ARTPTO	426009533	436005280	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	12	72	156	180	168	192	228	228	168	96	36	12	-	-	-	-	
Corre Turbo/399	ARTPTO	426009588	436005313	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	12	60	144	192	168	192	240	228	180	96	24	12	-	-	-	-	
Corre Turbo/399	ARTPTO	426009663	436005372	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	-	84	156	192	156	192	240	240	192	84	12	-	-	-	-	-	
Corre Turbo/399	AZAMLT	426009722	436005407	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	96	240	372	396	252	132	24	12	12	12	-	-	-	-	-	-	
Corre Turbo/399	AZAMLT	426009821	436005506	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	96	264	372	396	252	132	36	-	-	-	-	-	-	-	-	-	
Corre Turbo/399	AZAMLT	426009878	436005536	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	96	264	372	396	252	132	36	-	-	-	-	-	-	-	-	-	
Corre Turbo/399	AZAMLT	426009936	436005574	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	84	240	384	396	252	156	36	-	-	-	-	-	-	-	-	-	
Corre Turbo/399	AZAMLT	426010271	436005883	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	72	228	372	372	252	132	48	24	12	12	12	12	-	-	-	-	
Corre Turbo/399	PTO/LM	426010332	436005922	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	12	36	48	96	96	192	264	312	264	144	72	12	-	-	-	-	
Corre Turbo/399	PTO/LM	426010389	436005955	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	12	48	60	96	84	180	264	312	264	132	72	24	-	-	-	-	
Corre Turbo/399	PTO/LM	426010841	436006103	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	-	12	12	72	48	228	288	372	312	144	36	24	-	-	-	-	
Corre Turbo/399	PTO/LM	426011361	436006351	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	24	84	120	156	168	108	192	228	192	156	96	24	-	-	-	-	
Corre Turbo/399	ARTPTO	426011907	436006610	-	1044	1044	1044	-	-	-	-	-	-	-	-	-	-	60	108	132	120	132	168	156	108	48	12	-	-	-	-	-	
Corre Turbo/399	PTO/LM	426011908	436006611	-	504	504	504	-	-	-	-	-	-	-	-	-	12	60	84	132	144	72	-	-	-	-	-	-	-	-	-	-	
Corre Turbo/399	ARTPTO	426011965	436006760	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	36	36	72	132	228	264	300	324	72	24	48	12	-	-	-	-	
Corre Turbo/399	ARTPTO	426012047	436006911	-	1500	1500	1500	-	-	-	-	-	-	-	-	-	24	96	144	204	168	180	204	192	156	96	36	-	-	-	-	-	
Corre Turbo/399	ARTPTO	426012555	436007144	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	36	96	168	204	180	180	204	204	168	72	36	-	-	-	-	-	
Corre Turbo/399	ARTPTO	426012624	436007206	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	24	84	168	192	168	180	216	204	180	84	48	-	-	-	-	-	
Corre Turbo/399	PTO/LM	426012691	436007258	-	1548	1548	1548	-	-	-	-	-	-	-	-	-	12	60	60	72	84	204	228	300	240	132	156	-	-	-	-	-	
Corre Turbo/399	AZAMLT	426012760	436007309	-	828	828	828	-	-	-	-	-	-	-	-	-	60	156	252	60	48	84	48	36	36	24	24	-	-	-	-	-	
Corre Turbo/399	PTO/LM	426012761	436007310	-	720	720	720	-	-	-	-	-	-	-	-	-	36	24	24	48	36	72	96	132	120	72	60	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426007161	436002305	-	3600	84	24	1120	-	-	-	-	-	-	-	-	-	-	60	-	-	-	-	-	-	-	24	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426008409	436002310	-	504	372	12	120	-	-	-	-	-	-	-	-	36	72	96	96	-	-	24	12	12	12	12	-	-	-	-	-	
Corre Vento 3/473	ALGPTO	426008410	436002311	-	3096	24	-	148	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	-	-	-	-	-	-	
Corre Vento 3/473	ARTPTO	426008525	436002321	-	3600	520	-	2124	-	-	-	-	-	-	-	-	36	-	-	-	-	-	-	4	120	264	96	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426008632	436002331	-	3600	16	-	3380	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	4	-	4	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426008683	436002336	-	3600	260	-	3340	-	-	-	-	-	-	-	-	24	48	48	-	-	-	-	4	4	-	132	-	-	-	-	-	
Corre Vento 3/473	ALGPTO	426008739	436002341	-	2268	2268	-	-	-	-	-	-	-	-	-	-	36	120	180	240	264	312	348	336	240	120	72	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426008740	436002342	-	1332	172	-	1160	-	-	-	-	-	-	-	-	12	24	60	-	-	-	-	-	4	12	60	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426008901	436002347	-	3600	1524	-	2076	-	-	-	-	-	-	-	-	24	60	144	-	-	-	-	480	360	276	180	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426008955	436002351	-	3600	2788	36	812	-	-	-	-	-	-	-	-	24	60	144	-	300	492	88	672	552	276	180	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426009007	436002354	-	3600	3600	-	-	-	-	-	-	-	-	-	-	36	108	192	252	324	456	588	612	528	324	180	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426009058	436002357	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	36	108	192	252	324	456	588	612	528	324	180	-	-	-	-	-	
Corre Vento 3/473	ARTPTO	426009524	436005274	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	36	108	132	192	312	504	672	720	516	288	120	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426009578	436005307	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	156	480	720	792	564	396	204	132	96	48	12	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426009654	436005175	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	204	492	720	792	564	420	204	96	72	24	12	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426009713	436005180	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	216	480	732	780	576	396	168	96	72	48	36	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426009812	436005186	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	36	84	168	228	324	456	612	636	540	336	180	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426009869	436005191	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	24	84	180	228	324	456	612	636	540	324	192	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426009925	436005199	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	24	72	144	204	300	456	624	684	564	348	180	-	-	-	-	-	
Corre Vento 3/473	LRJPTO	426010260	436005204	-	504	504	504	-	-	-	-	-	-	-	-	-	24	24	36	48	36	48	84	84	60	36	24	-	-	-	-	-	
Corre Vento 3/473	PISCNA	426010261	436005205	-	3096	3096	3096	-	-	-	-	-	-	-	-	-	108	240	528	504	420	408	300	276	168	84	60	-	-	-	-	-	
Corre Vento 3/473	PISCNA	426010321	436005211	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	132	300	480	636	576	468	360	336	180	108	24	-	-	-	-	-	
Corre Vento 3/473	ALGPTO	426010378	436005215	-	2844	2844	2844	-	-	-	-	-	-	-	-	-	36	132	228	300	336	384	432	432	300	156	108	-	-	-	-	-	
Corre Vento 3/473	PISCNA	426010379	436005216	-	768	768	768	-	-	-	-	-	-	-	-	-	36	60	84	120	108	84	72	72	60	36	36	-	-	-	-	-	
Corre Vento 3/473	ALGPTO	426010829	436005225	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	36	168	300	396	408	480	552	540	408	192	120	-	-	-	-	-	
Corre Vento 3/473	ALGPTO	426011348	436005234	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	60	180	300	384	408	468	540	528	408	192	132	-	-	-	-	-	
Corre Vento 3/473	ALGPTO	426011895	436005240	-	504	504	504	-	-	-	-	-	-	-	-	-	24	36	36	48	48	60	72	72	48	36	24	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426011896	436005241	-	3096	3096	3096	-	-	-	-	-	-	-	-	-	24	84	156	204	288	408	528	540	456	264	144	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426011954	436005245	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	24	84	180	228	336	468	624	624	540	324	168	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426012032	436005249	-	1752	1752	1752	-	-	-	-	-	-	-	-	-	204	216	360	312	312	168	48	48	36	24	24	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426012033	436005250	-	1848	1848	1848	-	-	-	-	-	-	-	-	-	24	48	96	120	168	240	312	324	276	156	84	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426012545	436007138	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	12	96	252	300	372	468	588	564	480	300	168	-	-	-	-	-	
Corre Vento 3/473	PTO/CH	426012611	436007198	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	60	132	264	300	408	468	564	540	444	288	132	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426012677	436007248	-	1404	1404	1404	-	-	-	-	-	-	-	-	-	36	180	276	312	216	156	84	60	48	24	12	-	-	-	-	-	
Corre Vento 3/473	LRJPTO	426012678	436007249	-	1692	1692	1692	-	-	-	-	-	-	-	-	-	36	72	108	192	144	192	276	324	216	72	60	-	-	-	-	-	
Corre Vento 3/473	MARBRI	426012679	436007250	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	120	120	96	48	24	12	-	-	-	-	-	-	-	-	
Corre Vento 3/473	ALGMLT	426012747	436007301	-	3600	3600	3600	-	-	-	-	-	-	-	-	-	108	480	696	816	552	396	216	156	120	48	12	-	-	-	-	-	
Day/547	CHUMBO	426009534	436005281	-	1500	1500	1500	-	-	-	-	-	-	-	-	-	120	216	324	384	240	156	60	-	-	-	-	-	-	-	-	-	
Day/547	CHUMBO	426009589	436005314	-	708	708	708	-	-	-	-	-	-	-	-	-	24	96	168	168	144	72	36	-	-	-	-	-	-	-	-	-	
Day/547	PRETO	426009590	436005315	-	792	792	792	-	-	-	-	-	-	-	-	24	36	84	192	168	156	84	48	-	-	-	-	-	-	-	-	-	
Day/547	PRETO	426009664	436005373	-	1500	1500	1500	-	-	-	-	-	-	-	-	12	36	180	384	360	312	144	72	-	-	-	-	-	-	-	-	-	
Day/547	PRETO	426009723	436005408	-	1500	1500	1500	-	-	-	-	-	-	-	-	12	72	180	348	372	288	156	72	-	-	-	-	-	-	-	-	-	
Day/547	PRETO	426009822	436005507	-	504	504	504	-	-	-	-	-	-	-	-	-	24	72	120	108	96	60	24	-	-	-	-	-	-	-	-	-	
Day/547	STOAMS	426009823	436005508	-	996	996	996	-	-	-	-	-	-	-	-	-	72	108	240	264	192	96	24	-	-	-	-	-	-	-	-	-	
Day/547	CHUMBO	426012556	436007145	-	624	624	624	-	-	-	-	-	-	-	-	12	48	96	120	144	108	72	24	-	-	-	-	-	-	-	-	-	
Day/547	PRETO	426012557	436007146	-	1404	1404	1404	-	-	-	-	-	-	-	-	12	60	168	324	372	288	132	48	-	-	-	-	-	-	-	-	-	
Day/547	STOAMS	426012625	436007207	-	900	900	900	-	-	-	-	-	-	-	-	12	48	168	168	192	168	96	48	-	-	-	-	-	-	-	-	-	
Dynamic/343	MRHDRD	426008890	436005047	486015621	2004	36	-	1944	-	-	-	-	-	-	-	-	12	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	
Dynamic/343	PRETO	426008945	436005076	486015721	2004	988	-	1016	-	-	-	-	-	-	-	-	-	12	24	-	-	-	-	352	300	204	96	-	-	-	-	-	
Dynamic/343	PRETO	426008998	436005119	486015828	2004	2004	-	-	-	-	-	-	-	-	-	-	12	-	12	48	156	288	408	432	360	204	84	-	-	-	-	-	
Dynamic/343	PRETO	426009049	436005146	486015921	2004	2004	-	-	-	-	-	-	-	-	-	-	-	12	12	72	156	288	396	420	360	192	96	-	-	-	-	-	
Dynamic/343	PT/LJA	426009516	436005271	486016808	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	60	144	300	420	432	348	204	84	-	-	-	-	-	
Dynamic/343	PT/LJA	426009570	436005304	486016910	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	60	132	288	420	444	360	204	84	-	-	-	-	-	
Dynamic/343	PT/LJA	426009646	436005364	486017037	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	12	12	48	120	324	432	432	360	180	72	-	-	-	-	-	
Dynamic/343	MRHDRD	426009702	436005397	486017157	1284	1284	1284	-	-	-	-	-	-	-	-	-	-	-	-	24	96	180	276	288	228	132	60	-	-	-	-	-	
Dynamic/343	PT/LJA	426009703	436005398	486017156	708	708	708	-	-	-	-	-	-	-	-	-	-	-	12	24	60	96	144	156	120	60	36	-	-	-	-	-	
Dynamic/343	MRHDRD	426009804	436005498	486017437	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	36	144	300	432	456	360	180	84	-	-	-	-	-	
Dynamic/343	MRHDRD	426009860	436005528	486017548	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	36	156	288	420	444	360	204	84	-	-	-	-	-	
Dynamic/343	MRHDRD	426009916	436005563	486017666	1368	1368	1368	-	-	-	-	-	-	-	-	-	-	-	-	36	96	204	276	300	252	132	72	-	-	-	-	-	
Dynamic/343	PRETO	426009917	436005564	486017665	624	624	624	-	-	-	-	-	-	-	-	-	-	-	12	12	36	72	120	120	120	84	48	-	-	-	-	-	
Dynamic/343	PRETO	426010251	436005874	486018207	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	60	132	228	396	408	384	252	132	-	-	-	-	-	
Dynamic/343	PRETO	426010312	436005913	486018332	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	60	108	240	396	420	396	252	120	-	-	-	-	-	
Dynamic/343	PRETO	426010369	436005945	486018442	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	12	-	72	132	240	396	384	396	240	120	-	-	-	-	-	
Dynamic/343	PRETO	426010819	436006090	486019236	2004	2004	2004	-	-	-	-	-	-	-	-	-	12	12	12	36	168	276	420	456	324	168	120	-	-	-	-	-	
Dynamic/343	MRHDRD	426011341	436006340	486020199	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	36	144	288	420	432	360	204	108	-	-	-	-	-	
Dynamic/343	MRHDRD	426011887	436006600	486021168	576	576	576	-	-	-	-	-	-	-	-	-	-	-	-	24	36	72	108	120	108	60	48	-	-	-	-	-	
Dynamic/343	PT/LJA	426011888	436006601	486021167	1416	1416	1416	-	-	-	-	-	-	-	-	-	-	-	-	48	120	216	312	300	252	108	60	-	-	-	-	-	
Dynamic/343	PT/LJA	426011944	436006750	486021281	1992	1992	1992	-	-	-	-	-	-	-	-	-	-	-	-	84	192	324	420	396	336	156	84	-	-	-	-	-	
